id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,broad_sector,market_cap_crore,pe_ratio,pb_ratio,dividend_yield_pct,sales,net_profit,dividend_payout,peer_group_name,is_benchmark,return_on_equity_pct_percentile,net_profit_margin_pct_percentile,asset_turnover_percentile,free_cash_flow_cr_percentile,revenue_cagr_5yr_percentile,pat_cagr_5yr_percentile,debt_to_equity_percentile,interest_coverage_percentile,benchmark_score,score_difference
214,BANKBARODA,Mar 2019,2.2,-5414.0,2.12,13.3547,3.2718,0.0645,-3986.0,2537.0,4.0,10.3766,0.0,734456.0,-1449.0,5.51,-25.37,-29.52,-16.46,Financials,427508.41,36.0,9.78,0.21,52906.0,1166.0,0.0,Public Sector Banks,0,70.83333333333334,66.66666666666666,72.91666666666666,72.91666666666666,67.85714285714286,90.9090909090909,37.5,13.88888888888889,,
215,BANKBARODA,Mar 2020,1.24,-11728.0,1.29,14.0463,3.3277,0.0657,18392.0,139.0,2.0,8.2275,0.0,1068981.0,18531.0,11.93,-24.31,-35.56,-15.98,Financials,471014.36,71.63,11.42,2.88,78895.0,981.0,0.0,Public Sector Banks,0,77.08333333333334,75.0,66.66666666666666,22.916666666666664,39.285714285714285,81.81818181818183,39.58333333333333,11.11111111111111,,
216,BANKBARODA,Mar 2021,2.18,-6957.0,1.97,12.9527,2.5915,0.0618,-1358.0,471.0,3.0,7.9527,0.0,1067173.0,-887.0,10.16,,,3.39,Financials,426745.64,67.24,12.42,1.19,74314.0,1620.0,0.0,Public Sector Banks,0,72.91666666666666,68.75,84.375,68.75,50.0,,35.41666666666667,25.0,,
217,BANKBARODA,Mar 2022,10.81,-2948.0,8.64,12.9024,2.606,0.0548,2565.0,3645.0,15.0,8.8677,19.0,1185331.0,6210.0,10.54,33.73,13.4,19.22,Financials,473985.89,74.28,5.71,4.15,73385.0,7933.0,19.0,Public Sector Banks,0,52.083333333333336,18.75,100.0,52.083333333333336,46.42857142857143,45.45454545454545,33.33333333333333,22.22222222222222,,
218,BANKBARODA,Mar 2023,15.88,6329.0,14.28,12.7799,2.3495,0.0619,-22450.0,1096.0,29.0,10.1404,19.0,1342592.0,-21354.0,15.46,,,5.15,Financials,464725.74,27.29,5.48,2.28,94503.0,15005.0,19.0,Public Sector Banks,0,27.083333333333332,4.166666666666666,81.25,91.66666666666666,32.142857142857146,,29.166666666666668,36.11111111111111,,
219,BANKBARODA,Mar 2024,15.94,4102.0,15.76,12.1437,1.8967,0.0715,-7559.0,1285.0,36.0,11.5553,21.0,1453761.0,-6274.0,17.48,74.51,55.18,49.06,Financials,590971.02,16.89,4.15,2.62,118379.0,18869.0,21.0,Public Sector Banks,0,20.833333333333336,2.083333333333333,50.0,81.25,14.285714285714285,18.181818181818183,27.083333333333332,55.55555555555556,,
220,BHARTIARTL,Mar 2013,2.95,30.0,4.5,1.3262,5.3372,0.4871,3932.0,18676.0,4.0,2.6499,17.0,66736.0,22608.0,,,,,Communication Services,,,,,76947.0,2267.0,17.0,Telecom,1,66.66666666666666,66.66666666666666,16.666666666666664,58.333333333333336,,,16.666666666666664,16.666666666666664,,
221,BHARTIARTL,Mar 2014,3.52,31.0,5.050000000000001,1.2701,4.9997,0.4731,1052.0,25181.0,5.0,2.9893,26.0,75896.0,26233.0,,,,,Communication Services,,,,,85864.0,3019.0,26.0,Telecom,1,58.333333333333336,58.333333333333336,25.0,75.0,,,8.333333333333332,25.0,,
222,BHARTIARTL,Mar 2015,5.25,35.0,12.69,2.0971,7.8374,0.5282,5758.0,22301.0,8.0,1.9898,33.0,83415.0,28059.0,,,,,Communication Services,,,,,96101.0,5048.0,33.0,Telecom,1,16.666666666666664,41.66666666666667,8.333333333333332,50.0,,,66.66666666666666,8.333333333333332,,
223,BHARTIARTL,Mar 2016,7.140000000000001,35.0,10.32,1.5074,4.5451,0.43,13851.0,14091.0,11.0,3.3402,9.0,100646.0,27942.0,,,,,Communication Services,,,,,96532.0,6893.0,9.0,Telecom,1,41.66666666666667,16.666666666666664,33.33333333333333,33.33333333333333,,,25.0,33.33333333333333,,
224,BHARTIARTL,Mar 2017,4.44,37.0,6.29,1.5905,3.8801,0.4109,-2400.0,30680.0,7.0,3.3745,11.0,107288.0,28280.0,,,,,Communication Services,,,,,95468.0,4241.0,11.0,Telecom,1,50.0,50.0,41.66666666666667,83.33333333333334,,,33.33333333333333,41.66666666666667,,
225,BHARTIARTL,Mar 2018,2.64,36.0,3.14,1.6011,3.4136,0.3312,1914.0,27940.0,2.0,3.4785,194.0,111334.0,29854.0,1.44,-0.74,-12.94,-4.08,Communication Services,,,,,82639.0,2184.0,194.0,Telecom,1,75.0,75.0,58.333333333333336,66.66666666666666,57.14285714285714,80.0,41.66666666666667,66.66666666666666,-4.08,0.0
226,BHARTIARTL,Mar 2019,2.09,32.0,2.36,1.7561,2.8467,0.2948,-8216.0,28286.0,1.0,3.5729,244.0,125428.0,20070.0,-1.21,-10.98,-27.52,-13.24,Communication Services,224578.88,70.91,12.2,0.07,80780.0,1688.0,244.0,Telecom,1,83.33333333333334,83.33333333333334,83.33333333333334,91.66666666666666,85.71428571428571,100.0,50.0,83.33333333333334,-13.24,0.0
227,BHARTIARTL,Mar 2020,-35.03,42.0,-39.75,1.9214,-0.0833,0.2438,-11469.0,29598.0,-55.0,2.8279,-3.0,148228.0,18129.0,-1.85,,,-0.62,Communication Services,196241.62,79.6,5.46,0.6,87539.0,-30664.0,-3.0,Telecom,1,100.0,100.0,100.0,100.0,100.0,,58.333333333333336,100.0,-0.62,0.0
228,BHARTIARTL,Mar 2021,-12.29,45.0,-20.97,2.7613,2.7211,0.2921,20919.0,27286.0,-26.0,2.1469,0.0,162785.0,48205.0,0.83,,,0.28,Communication Services,232971.76,15.3,7.28,2.22,100616.0,-12364.0,0.0,Telecom,1,91.66666666666666,91.66666666666666,91.66666666666666,25.0,71.42857142857143,,91.66666666666666,91.66666666666666,0.28,0.0
229,BHARTIARTL,Mar 2022,7.13,49.0,12.48,2.5495,3.7428,0.3227,13539.0,41478.0,7.0,2.3812,39.0,169678.0,55017.0,4.07,14.39,0.0,6.15,Communication Services,276579.83,57.38,9.43,4.05,116547.0,8305.0,39.0,Telecom,1,25.0,25.0,66.66666666666666,41.66666666666667,42.857142857142854,60.0,75.0,58.333333333333336,6.15,0.0
230,BHARTIARTL,Mar 2023,8.83,51.0,15.84,2.914,3.7458,0.313,26093.0,39232.0,15.0,2.734,27.0,226020.0,65325.0,10.98,41.27,49.63,33.96,Communication Services,288871.93,66.89,3.6,0.1,139145.0,12287.0,27.0,Telecom,1,8.333333333333332,8.333333333333332,75.0,16.666666666666664,28.57142857142857,20.0,100.0,50.0,33.96,0.0
231,BHARTIARTL,Mar 2024,5.71,52.0,10.36,2.6095,3.3055,0.3393,27809.0,51089.0,13.0,2.8717,62.0,215592.0,78898.0,13.17,38.36,67.03,39.52,Communication Services,378605.83,63.78,6.28,1.02,149982.0,8558.0,62.0,Telecom,1,33.33333333333333,33.33333333333333,50.0,8.333333333333332,14.285714285714285,40.0,83.33333333333334,75.0,39.52,0.0
232,BEL,Mar 2013,14.52,11.0,15183.33,4.0,184.4286,139.4,214.0,1753.0,1.0,0.3,20.0,24.0,-1539.0,,,,,Industrials,,,,,6273.0,911.0,20.0,Defence,0,10.0,70.0,20.0,60.0,,,100.0,65.0,,
233,BEL,Mar 2014,14.61,14.0,13600.0,3.0,194.7143,141.6957,190.0,759.0,1.0,0.35,20.0,21.0,-569.0,,,,,Industrials,,,,,6518.0,952.0,20.0,Defence,0,15.0,60.0,10.0,70.0,,,90.0,55.00000000000001,,
234,BEL,Mar 2015,16.88,17.0,17100.0,3.7143,240.8571,144.7551,595.0,839.0,2.0,0.35,20.0,26.0,1434.0,,,,,Industrials,,,,,7093.0,1197.0,20.0,Defence,0,5.0,35.0,5.0,55.00000000000001,,,95.0,40.0,,
235,BEL,Mar 2016,18.18,19.0,11141.67,2.0833,196.6,141.4231,790.0,1470.0,2.0,0.1333,31.0,25.0,2260.0,,,,,Industrials,,,,,7354.0,1337.0,31.0,Defence,0,20.0,25.0,15.0,45.0,,,85.0,50.0,,
236,BEL,Mar 2017,17.59,21.0,10153.33,1.9333,122.8889,112.4156,3054.0,3115.0,2.0,0.1667,33.0,29.0,-61.0,,,,,Industrials,,,,,8656.0,1523.0,33.0,Defence,0,25.0,30.0,55.00000000000001,20.0,,,80.0,75.0,,
237,BEL,Mar 2018,13.76,20.0,4616.13,1.5484,372.5,85.9587,-693.0,6.0,2.0,0.31,34.0,48.0,-687.0,10.64,9.45,14.87,11.65,Industrials,,,,,10401.0,1431.0,34.0,Defence,0,35.0,85.0,95.0,85.0,50.0,67.85714285714286,75.0,15.0,-9.11,20.759999999999998
238,BEL,Mar 2019,15.51,24.0,3851.02,0.9592,186.375,96.5397,618.0,896.0,3.0,0.4455,44.0,47.0,1514.0,13.29,14.66,24.57,17.51,Industrials,770752.45,73.48,7.9,4.11,12164.0,1887.0,44.0,Defence,0,45.0,50.0,80.0,50.0,14.285714285714285,35.714285714285715,70.0,60.0,2.53,14.980000000000002
239,BEL,Mar 2020,14.07,21.0,3318.18,0.8,357.25,106.2951,1921.0,649.0,3.0,0.5,37.0,44.0,2570.0,12.83,8.8,8.45,10.03,Industrials,902791.12,59.94,4.28,3.79,12968.0,1825.0,37.0,Defence,0,70.0,80.0,65.0,35.0,21.428571428571427,78.57142857142857,55.00000000000001,20.0,6.95,3.079999999999999
240,BEL,Mar 2021,14.88,23.0,3559.32,0.8305,333.9,92.8224,2498.0,2595.0,3.0,0.5364,46.0,49.0,5093.0,13.92,9.45,8.45,10.61,Industrials,901058.99,52.67,6.64,1.81,14109.0,2100.0,46.0,Defence,0,55.00000000000001,55.00000000000001,90.0,30.0,7.142857142857142,67.85714285714286,60.0,25.0,9.32,1.2899999999999991
241,BEL,Mar 2022,15.62,22.0,3478.26,0.8406,397.3333,94.2822,-665.0,4872.0,3.0,0.6273,46.0,58.0,4207.0,12.17,9.52,8.45,10.05,Industrials,1143459.9,72.89,7.89,4.49,15368.0,2400.0,46.0,Defence,0,60.0,45.0,85.0,80.0,28.57142857142857,57.14285714285714,65.0,10.0,12.29,-2.2399999999999984
242,BEL,Mar 2023,16.84,23.0,3981.33,0.52,230.0526,123.1528,3907.0,2708.0,4.0,0.6818,44.0,39.0,1199.0,11.26,15.85,14.87,13.99,Industrials,1055965.69,18.0,12.66,4.22,17734.0,2986.0,44.0,Defence,0,40.0,40.0,35.0,10.0,35.714285714285715,28.57142857142857,45.0,45.0,18.48,-4.49
243,BEL,Mar 2024,19.66,25.0,4744.05,0.5119,476.75,125.8882,-1265.0,5924.0,5.0,0.7636,40.0,43.0,4659.0,10.75,16.13,10.76,12.55,Industrials,1354781.06,17.89,9.22,0.76,20268.0,3985.0,40.0,Defence,0,30.0,20.0,25.0,90.0,42.857142857142854,21.428571428571427,40.0,5.0,20.61,-8.059999999999999
244,BHEL,Mar 2013,13.69,19.0,21.91,0.0883,82.9297,0.6809,646.0,1113.0,18.0,6.2345,20.0,2698.0,1759.0,,,,,Industrials,,,,,48903.0,6693.0,20.0,Capital Goods,1,8.333333333333332,8.333333333333332,8.333333333333332,41.66666666666667,,,50.0,8.333333333333332,,
245,BHEL,Mar 2014,8.85,12.0,10.56,0.1415,46.5865,0.5252,3644.0,868.0,10.0,6.7696,20.0,4693.0,4512.0,,,,,Industrials,,,,,39561.0,3502.0,20.0,Capital Goods,1,16.666666666666664,16.666666666666664,16.666666666666664,8.333333333333332,,,58.333333333333336,16.666666666666664,,
246,BHEL,Mar 2015,4.63,7.0,4.24,0.0552,36.5435,0.4413,1471.0,650.0,4.0,6.981,20.0,1889.0,821.0,,,,,Industrials,,,,,31323.0,1450.0,20.0,Capital Goods,1,25.0,25.0,50.0,25.0,,,33.33333333333333,25.0,,
247,BHEL,Mar 2016,-2.77,-5.0,-2.18,0.0065,0.375,0.3889,397.0,23.0,-2.0,6.5949,-14.0,211.0,374.0,,,,,Industrials,,,,,25505.0,-706.0,-14.0,Capital Goods,1,83.33333333333334,83.33333333333334,75.0,58.333333333333336,,,25.0,91.66666666666666,,
248,BHEL,Mar 2017,1.6,4.0,1.4,0.0048,4.4746,0.4614,-5.0,565.0,1.0,6.61,85.0,156.0,560.0,,,,,Industrials,,,,,28465.0,455.0,85.0,Capital Goods,1,58.333333333333336,58.333333333333336,33.33333333333333,66.66666666666666,,,16.666666666666664,50.0,,
249,BHEL,Mar 2018,1.52,6.0,1.35,0.0034,7.0667,0.4508,1950.0,961.0,1.0,4.4053,151.0,110.0,989.0,-10.03,-42.03,-43.9,-31.99,Industrials,,,,,28827.0,438.0,151.0,Capital Goods,1,66.66666666666666,66.66666666666666,41.66666666666667,16.666666666666664,100.0,100.0,8.333333333333332,41.66666666666667,-31.99,0.0
250,BHEL,Mar 2019,3.29,7.0,3.24,0.0841,7.127,0.472,-1941.0,1919.0,3.0,4.4402,69.0,2598.0,-3860.0,-5.11,-22.14,-21.4,-16.22,Industrials,350456.18,40.83,10.29,3.94,30441.0,1002.0,69.0,Capital Goods,1,33.33333333333333,33.33333333333333,25.0,91.66666666666666,42.857142857142854,60.0,41.66666666666667,33.33333333333333,-16.22,0.0
251,BHEL,Mar 2020,-6.84,-1.0,-5.12,0.1773,0.7455,0.356,-1015.0,1877.0,-4.0,4.1178,0.0,5080.0,-2892.0,-7.28,,,-2.43,Industrials,414401.34,59.14,11.39,0.49,21463.0,-1468.0,0.0,Capital Goods,1,91.66666666666666,91.66666666666666,91.66666666666666,83.33333333333334,71.42857142857143,,66.66666666666666,83.33333333333334,-2.43,0.0
252,BHEL,Mar 2021,-15.6,-18.0,-10.39,0.1905,-5.6874,0.3093,518.0,42.0,-8.0,3.7332,0.0,4951.0,560.0,-7.46,,,-2.49,Industrials,367749.87,43.86,9.43,1.49,17309.0,-2700.0,0.0,Capital Goods,1,100.0,100.0,100.0,50.0,85.71428571428571,,83.33333333333334,100.0,-2.49,0.0
253,BHEL,Mar 2022,2.1,4.0,1.68,0.1822,2.7522,0.3722,-458.0,1118.0,1.0,3.8083,31.0,4830.0,660.0,-5.71,-0.44,0.0,-2.05,Industrials,452493.05,23.85,9.42,0.56,21211.0,445.0,31.0,Capital Goods,1,50.0,50.0,83.33333333333334,75.0,57.14285714285714,40.0,75.0,58.333333333333336,-2.05,0.0
254,BHEL,Mar 2023,2.8,4.0,2.68,0.2237,2.5948,0.4052,739.0,1480.0,2.0,3.5026,21.0,5454.0,-741.0,-4.11,8.35,14.87,6.37,Industrials,499389.38,31.13,9.5,3.29,23365.0,654.0,21.0,Capital Goods,1,41.66666666666667,41.66666666666667,58.333333333333336,33.33333333333333,14.285714285714285,20.0,91.66666666666666,66.66666666666666,6.37,0.0
255,BHEL,Mar 2024,1.18,3.0,1.15,0.3624,1.593,0.3996,-2382.0,1331.0,1.0,3.5112,31.0,8856.0,-3713.0,-4.73,-22.4,-19.73,-15.62,Industrials,540053.85,29.8,11.43,4.04,23893.0,282.0,31.0,Capital Goods,1,75.0,75.0,66.66666666666666,100.0,28.57142857142857,80.0,100.0,75.0,-15.62,0.0
256,BOSCHLTD,Dec 2012,11.06,16.0,17.19,0.0413,286.5,1.0958,47.0,824.0,305.0,17.9774,20.0,230.0,871.0,,,,,Consumer Discretionary,,,,,8659.0,958.0,20.0,Auto Components,1,50.0,29.166666666666668,58.333333333333336,95.83333333333334,,,50.0,8.695652173913043,,
257,BOSCHLTD,Dec 2013,10.11,15.0,14.06,0.0291,,0.9849,211.0,846.0,282.0,20.3032,20.0,183.0,1057.0,,,,,Consumer Discretionary,,,,,8757.0,885.0,20.0,Auto Components,1,58.333333333333336,37.5,62.5,83.33333333333334,,,45.83333333333333,,,
258,BOSCHLTD,Mar 2015,11.07,16.0,18.21,0.0151,179.8571,1.1587,213.0,1183.0,426.0,23.7,20.0,111.0,1396.0,,,,,Consumer Discretionary,,,,,12086.0,1338.0,20.0,Auto Components,1,41.66666666666667,25.0,50.0,79.16666666666666,,,41.66666666666667,26.08695652173913,,
259,BOSCHLTD,Mar 2016,15.78,19.0,16.06,0.0052,192.3846,0.7803,323.0,995.0,488.0,30.7581,17.0,50.0,1318.0,,,,,Consumer Discretionary,,,,,9701.0,1531.0,17.0,Auto Components,1,54.166666666666664,8.333333333333332,87.5,66.66666666666666,,,25.0,17.391304347826086,,
260,BOSCHLTD,Mar 2017,16.68,19.0,19.79,0.0,106.4815,0.8843,2703.0,1246.0,570.0,29.33,29.0,0.0,1457.0,,,,,Consumer Discretionary,,,,,10435.0,1741.0,29.0,Auto Components,1,29.166666666666668,4.166666666666666,79.16666666666666,12.5,,,8.333333333333332,34.78260869565217,,
261,BOSCHLTD,Mar 2018,11.73,18.0,13.74,0.0,837.0,0.8394,559.0,1170.0,449.0,33.27,22.0,0.0,1729.0,6.19,7.43,8.04,7.22,Consumer Discretionary,,,,,11690.0,1371.0,22.0,Auto Components,1,62.5,20.833333333333336,83.33333333333334,45.83333333333333,71.42857142857143,42.857142857142854,8.333333333333332,4.3478260869565215,7.22,0.0
262,BOSCHLTD,Mar 2019,13.22,18.0,17.51,0.0,211.8462,0.9508,2359.0,1766.0,542.0,30.4233,19.0,0.0,593.0,6.65,12.55,13.96,11.05,Consumer Discretionary,1557190.4,56.11,11.21,2.27,12085.0,1598.0,19.0,Auto Components,1,45.83333333333333,16.666666666666664,70.83333333333334,20.833333333333336,64.28571428571429,21.428571428571427,8.333333333333332,13.043478260869565,11.05,0.0
263,BOSCHLTD,Mar 2020,6.600000000000001,15.0,7.01,0.008,137.8,0.7389,463.0,873.0,220.0,30.9,48.0,74.0,1336.0,-4.02,-13.45,-12.38,-9.95,Consumer Discretionary,1332371.44,31.28,12.85,0.47,9842.0,650.0,48.0,Auto Components,1,91.66666666666666,45.83333333333333,95.83333333333334,54.166666666666664,100.0,92.85714285714286,37.5,30.434782608695656,-9.95,0.0
264,BOSCHLTD,Mar 2021,4.96,12.0,4.91,0.0055,65.8571,0.6578,372.0,463.0,164.0,32.7433,70.0,54.0,835.0,0.04,-20.64,-19.59,-13.4,Consumer Discretionary,1765282.83,37.83,3.62,3.37,9718.0,482.0,70.0,Auto Components,1,100.0,54.166666666666664,100.0,62.5,92.85714285714286,100.0,29.166666666666668,43.47826086956522,-13.4,0.0
265,BOSCHLTD,Mar 2022,10.33,12.0,11.39,0.0068,63.8966,0.7646,238.0,33.0,413.0,35.6267,51.0,73.0,271.0,2.46,-6.91,-6.24,-3.56,Consumer Discretionary,1812529.57,21.27,6.04,1.07,11782.0,1217.0,51.0,Auto Components,1,83.33333333333334,33.33333333333333,91.66666666666666,75.0,85.71428571428571,78.57142857142857,33.33333333333333,47.82608695652174,-3.56,0.0
266,BOSCHLTD,Mar 2023,9.54,13.0,12.93,0.0048,190.0833,0.9182,1476.0,262.0,483.0,36.71,99.0,53.0,1214.0,5.01,0.76,1.47,2.41,Consumer Discretionary,2334820.89,28.16,4.01,1.56,14929.0,1424.0,99.0,Auto Components,1,66.66666666666666,41.66666666666667,75.0,29.166666666666668,78.57142857142857,50.0,20.833333333333336,21.73913043478261,2.41,0.0
267,BOSCHLTD,Mar 2024,14.89,13.0,20.64,0.0032,71.7843,0.9638,1536.0,283.0,844.0,40.2133,44.0,39.0,1253.0,6.72,9.28,9.26,8.42,Consumer Discretionary,2599556.05,58.43,6.47,4.23,16727.0,2490.0,44.0,Auto Components,1,25.0,12.5,66.66666666666666,25.0,57.14285714285714,28.57142857142857,16.666666666666664,39.130434782608695,8.42,0.0
268,BPCL,Mar 2013,0.8,3.0,11.54,1.9766,3.2569,3.0414,2322.0,3604.0,4.0,2.3202,42.0,33157.0,5926.0,,,,,Energy,,,,,242181.0,1936.0,42.0,Oil & Gas,0,56.666666666666664,95.0,1.6666666666666667,58.333333333333336,,,100.0,96.66666666666667,,
269,BPCL,Mar 2014,1.53,4.0,20.85,1.7053,5.4279,2.9892,2707.0,6881.0,9.0,2.6888,31.0,33152.0,9588.0,,,,,Energy,,,,,264421.0,4053.0,31.0,Oil & Gas,0,16.666666666666664,86.66666666666667,3.3333333333333335,56.666666666666664,,,96.66666666666667,83.33333333333334,,
270,BPCL,Mar 2015,2.09,4.0,22.52,1.1299,10.0822,2.8104,10206.0,10536.0,11.0,3.1206,34.0,25492.0,20742.0,,,,,Energy,,,,,242598.0,5082.0,34.0,Oil & Gas,0,11.666666666666666,85.0,5.0,30.0,,,83.33333333333334,61.66666666666667,,
271,BPCL,Mar 2016,4.31,7.0,29.1,0.8415,21.8882,2.1732,1886.0,9233.0,19.0,4.2369,25.0,23388.0,11119.0,,,,,Energy,,,,,187815.0,8089.0,25.0,Oil & Gas,0,6.666666666666667,70.0,11.666666666666666,65.0,,,70.0,18.333333333333332,,
272,BPCL,Mar 2017,4.72,7.0,30.85,1.1592,23.7126,1.8449,-6233.0,15274.0,20.0,2.3508,49.0,35725.0,9041.0,,,,,Energy,,,,,201251.0,9507.0,49.0,Oil & Gas,0,5.0,66.66666666666666,23.333333333333332,85.0,,,86.66666666666667,15.0,,
273,BPCL,Mar 2018,4.15,6.0,26.74,1.0284,15.3828,1.96,4002.0,7066.0,21.0,1.8617,46.0,37659.0,11068.0,-0.52,38.29,39.33,25.7,Energy,,,,,235895.0,9792.0,46.0,Oil & Gas,0,8.333333333333332,71.66666666666667,13.333333333333334,48.333333333333336,97.14285714285714,5.88235294117647,78.33333333333333,26.666666666666668,7.92,17.78
274,BPCL,Mar 2019,2.86,5.0,22.0,1.1567,10.2534,2.178,-294.0,10451.0,18.0,1.9708,48.0,44839.0,10157.0,2.44,16.04,14.87,11.12,Energy,417435.04,25.37,3.65,3.89,298226.0,8528.0,48.0,Oil & Gas,0,15.0,83.33333333333334,10.0,76.66666666666667,77.14285714285715,32.35294117647059,85.0,58.333333333333336,10.08,1.0399999999999991
275,BPCL,Mar 2020,1.29,3.0,10.04,1.7923,3.9317,1.8863,-3254.0,11135.0,7.0,1.8572,106.0,65476.0,7881.0,3.24,-6.32,-8.64,-3.91,Energy,514923.42,40.91,7.86,0.33,284572.0,3666.0,106.0,Oil & Gas,0,71.66666666666667,91.66666666666666,20.0,81.66666666666667,74.28571428571429,91.17647058823529,98.33333333333333,90.0,10.69,-14.6
276,BPCL,Mar 2021,7.52,9.0,32.34,1.0182,16.5351,1.4298,20981.0,2474.0,37.0,2.5588,102.0,54532.0,23455.0,4.15,16.45,14.26,11.62,Energy,522915.18,12.13,1.78,1.65,230171.0,17320.0,102.0,Oil & Gas,0,3.3333333333333335,40.0,35.0,18.333333333333332,68.57142857142857,29.411764705882355,76.66666666666667,25.0,11.98,-0.3600000000000012
277,BPCL,Mar 2022,3.37,6.0,22.51,1.2433,9.2387,1.8493,12198.0,8138.0,27.0,2.438,29.0,64534.0,20336.0,11.5,4.21,6.19,7.3,Energy,547313.57,24.26,4.29,1.47,346791.0,11682.0,29.0,Oil & Gas,0,13.333333333333334,78.33333333333333,21.666666666666668,21.666666666666668,40.0,79.41176470588235,88.33333333333333,66.66666666666666,17.08,-9.779999999999998
278,BPCL,Mar 2023,0.45,2.0,3.98,1.2962,3.4539,2.5155,4660.0,7806.0,5.0,2.514,40.0,69376.0,12466.0,14.94,-26.29,-24.95,-12.1,Energy,484980.46,35.8,5.24,1.02,473187.0,2131.0,40.0,Oil & Gas,0,98.33333333333333,98.33333333333333,6.666666666666667,41.66666666666667,20.0,100.0,90.0,95.0,15.22,-27.32
279,BPCL,Mar 2024,5.99,10.0,35.51000000000001,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599.0,35936.0,8.48,25.79,28.06,20.78,Energy,468662.13,68.15,0.72,1.15,448083.0,26859.0,33.0,Oil & Gas,0,1.6666666666666667,51.66666666666667,8.333333333333332,11.666666666666666,54.285714285714285,14.705882352941178,56.666666666666664,51.66666666666667,12.08,8.700000000000001
280,BRITANNIA,Mar 2013,4.2,7.0,46.59,0.681,11.5366,3.2847,348.0,28.0,11.0,2.325,39.0,380.0,320.0,,,,,Consumer Staples,,,,,6185.0,260.0,39.0,FMCG,0,26.190476190476193,96.42857142857143,1.1904761904761905,75.0,,,95.23809523809523,89.28571428571429,,
281,BRITANNIA,Mar 2014,5.71,9.0,49.5,0.188,82.625,3.281,425.0,246.0,16.0,3.325,36.0,150.0,671.0,,,,,Consumer Staples,,,,,6913.0,395.0,36.0,FMCG,0,23.809523809523807,94.04761904761905,2.380952380952381,70.23809523809523,,,67.85714285714286,28.57142857142857,,
282,BRITANNIA,Mar 2015,8.77,11.0,55.34,0.1165,274.5,2.8135,134.0,450.0,29.0,5.1875,28.0,145.0,584.0,,,,,Consumer Staples,,,,,7858.0,689.0,28.0,FMCG,0,20.238095238095237,82.14285714285714,3.571428571428571,92.85714285714286,,,54.761904761904766,11.904761904761903,,
283,BRITANNIA,Mar 2016,9.82,15.0,39.44,0.0626,267.8,2.4033,254.0,705.0,34.0,8.7167,29.0,131.0,959.0,,,,,Consumer Staples,,,,,8397.0,825.0,29.0,FMCG,0,29.761904761904763,78.57142857142857,4.761904761904762,84.52380952380952,,,39.285714285714285,14.285714285714285,,
284,BRITANNIA,Mar 2017,9.77,14.0,32.83,0.0464,285.8,2.2035,291.0,150.0,37.0,11.2333,30.0,125.0,441.0,,,,,Consumer Staples,,,,,9054.0,885.0,30.0,FMCG,0,36.904761904761905,79.76190476190477,9.523809523809524,80.95238095238095,,,36.904761904761905,10.714285714285714,,
285,BRITANNIA,Mar 2018,10.13,15.0,29.48,0.059,208.375,1.9109,292.0,957.0,42.0,14.1917,30.0,201.0,1249.0,9.9,31.02,30.73,23.88,Consumer Staples,,,,,9914.0,1004.0,30.0,FMCG,0,45.23809523809524,76.19047619047619,19.047619047619047,79.76190476190477,26.53061224489796,2.127659574468085,38.095238095238095,17.857142857142858,5.98,17.9
286,BRITANNIA,Mar 2019,10.45,16.0,27.16,0.0367,215.3333,1.7722,304.0,852.0,48.0,17.7208,31.0,156.0,1156.0,9.84,23.94,24.57,19.45,Consumer Staples,193703.11,39.95,9.67,4.4,11055.0,1155.0,31.0,FMCG,0,48.80952380952381,75.0,25.0,78.57142857142857,28.57142857142857,6.382978723404255,34.523809523809526,15.476190476190476,8.08,11.37
287,BRITANNIA,Mar 2020,12.02,16.0,31.66,0.3493,27.3506,1.4815,-41.0,1526.0,58.0,18.3458,60.0,1538.0,1485.0,8.1,15.14,14.87,12.7,Consumer Staples,240748.04,33.6,0.62,4.5,11600.0,1394.0,60.0,FMCG,0,40.476190476190474,68.45238095238095,32.142857142857146,95.23809523809523,44.89795918367347,25.53191489361702,82.14285714285714,51.19047619047619,7.57,5.129999999999999
288,BRITANNIA,Mar 2021,14.09,19.0,52.17,0.5981,25.4234,1.642,2309.0,433.0,77.0,14.7833,204.0,2122.0,1876.0,9.36,17.54,17.76,14.89,Consumer Staples,253493.14,18.2,4.8,2.14,13136.0,1851.0,204.0,FMCG,0,22.61904761904762,52.38095238095239,30.952380952380953,35.714285714285715,34.69387755102041,17.02127659574468,90.47619047619048,53.57142857142857,11.41,3.4800000000000004
289,BRITANNIA,Mar 2022,10.72,16.0,59.27,0.9699,16.8264,1.878,2214.0,914.0,63.0,10.6583,89.0,2481.0,1300.0,9.32,11.37,11.23,10.64,Consumer Staples,316483.82,73.25,8.4,3.54,14136.0,1516.0,89.0,FMCG,0,19.047619047619047,73.80952380952381,21.428571428571427,36.904761904761905,36.734693877551024,46.808510638297875,100.0,78.57142857142857,12.28,-1.6399999999999988
