id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,broad_sector,market_cap_crore,pe_ratio,pb_ratio,dividend_yield_pct,sales,net_profit,dividend_payout,peer_group_name,is_benchmark,return_on_equity_pct_percentile,net_profit_margin_pct_percentile,asset_turnover_percentile,free_cash_flow_cr_percentile,revenue_cagr_5yr_percentile,pat_cagr_5yr_percentile,debt_to_equity_percentile,interest_coverage_percentile,benchmark_score,score_difference
1011,SUNPHARMA,Mar 2019,11.04,22.0,7.75,0.2539,11.0252,0.45,1886.0,310.0,11.0,17.2538,25.0,10514.0,2196.0,12.57,-3.73,-6.01,0.94,Healthcare,758612.89,74.3,10.71,2.39,29066.0,3208.0,25.0,Pharmaceuticals,1,93.33333333333333,75.0,96.66666666666667,21.666666666666668,31.428571428571427,80.0,55.00000000000001,83.33333333333334,0.94,0.0
1012,SUNPHARMA,Mar 2020,12.7,21.0,9.22,0.1837,24.3069,0.4815,4330.0,2225.0,16.0,18.8604,25.0,8315.0,6555.0,3.69,-5.29,-6.17,-2.59,Healthcare,714309.02,42.97,2.81,2.91,32838.0,4172.0,25.0,Pharmaceuticals,1,90.0,63.33333333333333,95.0,5.0,88.57142857142857,82.85714285714286,53.333333333333336,73.33333333333333,-2.59,0.0
1013,SUNPHARMA,Mar 2021,6.78,25.0,4.89,0.0833,35.6099,0.4954,6577.0,407.0,12.0,19.3596,62.0,3869.0,6170.0,3.29,-16.68,-8.78,-7.39,Healthcare,794888.64,12.16,2.14,4.45,33498.0,2272.0,62.0,Pharmaceuticals,1,100.0,96.66666666666667,93.33333333333333,3.3333333333333335,94.28571428571428,100.0,35.0,53.333333333333336,-7.39,0.0
1014,SUNPHARMA,Mar 2022,8.77,27.0,7.06,0.0269,53.1732,0.554,3429.0,5556.0,14.0,20.0046,73.0,1290.0,8985.0,4.13,-15.46,-13.55,-8.29,Healthcare,812572.94,11.76,9.71,0.79,38654.0,3389.0,73.0,Pharmaceuticals,1,96.66666666666667,91.66666666666666,78.33333333333333,8.333333333333332,80.0,97.14285714285714,25.0,38.333333333333336,-8.29,0.0
1015,SUNPHARMA,Mar 2023,19.4,27.0,15.2,0.123,70.4012,0.5437,-2261.0,7220.0,35.0,23.3313,33.0,6886.0,4959.0,10.62,27.34,31.21,23.06,Healthcare,1064162.39,24.58,7.54,1.57,43886.0,8513.0,33.0,Pharmaceuticals,1,53.333333333333336,35.0,84.16666666666667,96.66666666666667,45.714285714285715,8.571428571428571,40.0,26.666666666666668,23.06,0.0
1016,SUNPHARMA,Mar 2024,19.82,28.0,15.09,0.0514,58.3319,0.5685,11372.0,763.0,40.0,26.5279,34.0,3274.0,12135.0,10.78,24.54,29.46,21.59,Healthcare,1339586.09,37.9,6.71,3.88,48497.0,9610.0,34.0,Pharmaceuticals,1,55.00000000000001,33.33333333333333,73.33333333333333,1.6666666666666667,42.857142857142854,11.428571428571429,30.0,30.0,21.59,0.0
1017,TATACONSUM,Mar 2013,6.05,10.0,9.25,0.2888,9.8333,0.8359,197.0,24.0,6.0,7.7581,36.0,1389.0,173.0,,,,,Consumer Staples,,,,,7351.0,445.0,36.0,FMCG,0,85.71428571428571,92.85714285714286,60.71428571428571,90.47619047619048,,,80.95238095238095,95.23809523809523,,
1018,TATACONSUM,Mar 2014,6.59,10.0,8.72,0.2459,10.5977,0.7807,421.0,1.0,7.0,9.4339,29.0,1438.0,422.0,,,,,Consumer Staples,,,,,7738.0,510.0,29.0,FMCG,0,86.90476190476191,90.47619047619048,69.04761904761905,71.42857142857143,,,77.38095238095238,91.66666666666666,,
1019,TATACONSUM,Mar 2015,3.42,10.0,4.97,0.241,8.7195,0.8451,211.0,207.0,4.0,8.8597,6.0,1324.0,418.0,,,,,Consumer Staples,,,,,7993.0,273.0,6.0,FMCG,0,96.42857142857143,97.61904761904762,57.14285714285714,88.09523809523809,,,76.19047619047619,97.61904761904762,,
1020,TATACONSUM,Mar 2016,-0.5599999999999999,6.0,-0.59,0.2167,3.453,0.6707,261.0,145.0,0.0,9.9159,-999.0,1354.0,116.0,,,,,Consumer Staples,,,,,6637.0,-37.0,-999.0,FMCG,0,98.80952380952381,98.80952380952381,88.09523809523809,83.33333333333334,,,73.80952380952381,98.80952380952381,,
1021,TATACONSUM,Mar 2017,6.710000000000001,12.0,7.26,0.1256,20.4419,0.7099,886.0,145.0,6.0,9.9444,38.0,787.0,741.0,,,,,Consumer Staples,,,,,6780.0,455.0,38.0,FMCG,0,91.66666666666666,89.28571428571429,83.33333333333334,59.523809523809526,,,58.333333333333336,67.85714285714286,,
1022,TATACONSUM,Mar 2018,8.16,12.0,7.91,0.1519,17.5385,0.6515,325.0,31.0,8.0,11.1603,30.0,1068.0,356.0,-1.5,4.55,5.92,2.99,Consumer Staples,,,,,6815.0,556.0,30.0,FMCG,0,89.28571428571429,84.52380952380952,92.85714285714286,76.19047619047619,100.0,95.74468085106383,64.28571428571429,76.19047619047619,5.98,-2.99
1023,TATACONSUM,Mar 2019,6.3,11.0,6.23,0.1556,11.6667,0.6665,263.0,53.0,6.0,11.6381,39.0,1141.0,210.0,-1.29,-2.17,-3.04,-2.17,Consumer Staples,298527.54,20.52,1.59,0.99,7252.0,457.0,39.0,FMCG,0,95.23809523809523,91.66666666666666,90.47619047619048,82.14285714285714,97.95918367346938,100.0,65.47619047619048,88.09523809523809,8.08,-10.25
1024,TATACONSUM,Mar 2020,4.77,13.0,3.330000000000001,0.1148,16.3623,0.5217,460.0,622.0,5.0,15.0163,54.0,1586.0,1082.0,3.81,11.0,4.56,6.46,Consumer Staples,307664.97,14.67,8.63,4.35,9637.0,460.0,54.0,FMCG,0,97.61904761904762,95.23809523809523,100.0,67.85714285714286,91.83673469387756,53.191489361702125,53.57142857142857,80.95238095238095,7.57,-1.1100000000000003
1025,TATACONSUM,Mar 2021,8.02,13.0,6.4,0.1124,22.3973,0.5738,1310.0,346.0,9.0,15.7978,44.0,1634.0,1656.0,11.82,,,3.94,Consumer Staples,314022.94,66.35,4.55,3.75,11602.0,930.0,44.0,FMCG,0,94.04761904761905,85.71428571428571,97.61904761904762,48.80952380952381,10.204081632653061,,52.38095238095239,61.904761904761905,11.41,-7.470000000000001
1026,TATACONSUM,Mar 2022,8.17,14.0,6.7,0.0933,20.7701,0.5896,199.0,1317.0,10.0,16.4587,60.0,1412.0,1516.0,12.88,17.41,10.76,13.68,Consumer Staples,304809.07,9.49,3.65,0.87,12425.0,1015.0,60.0,FMCG,0,92.85714285714286,83.33333333333334,96.42857142857143,89.28571428571429,8.16326530612245,19.148936170212767,45.23809523809524,65.47619047619048,12.28,1.4000000000000004
1027,TATACONSUM,Mar 2023,9.58,13.0,8.110000000000001,0.0983,16.8,0.6055,627.0,834.0,12.0,17.5022,65.0,1600.0,1461.0,15.13,18.88,8.45,14.15,Consumer Staples,365505.69,77.06,7.38,1.85,13783.0,1320.0,65.0,FMCG,0,88.09523809523809,80.95238095238095,95.23809523809523,61.904761904761905,4.081632653061225,12.76595744680851,46.42857142857143,79.76190476190477,12.6,1.5500000000000007
1028,TATACONSUM,Mar 2024,7.99,15.0,7.57,0.2165,25.3218,0.5454,26.0,1911.0,12.0,16.9021,64.0,3477.0,1937.0,15.96,21.6,14.87,17.48,Consumer Staples,350543.35,54.79,7.14,1.87,15206.0,1215.0,64.0,FMCG,0,90.47619047619048,86.90476190476191,98.80952380952381,94.04761904761905,2.0408163265306123,10.638297872340425,72.61904761904762,54.761904761904766,10.04,7.440000000000001
1029,TATAMOTORS,Mar 2013,5.28,13.0,26.51,1.4272,6.9688,1.1216,-806.0,22969.0,35.0,5.8992,6.0,53716.0,22163.0,,,,,Consumer Discretionary,,,,,188793.0,9976.0,6.0,Automobiles,0,20.481927710843372,68.67469879518072,49.39759036144578,77.10843373493977,,,71.08433734939759,67.46987951807229,,
1030,TATAMOTORS,Mar 2014,6.03,15.0,21.42,0.9244,7.306,1.066,8160.0,27991.0,48.0,10.187,5.0,60642.0,36151.0,,,,,Consumer Discretionary,,,,,232834.0,14050.0,5.0,Automobiles,0,43.373493975903614,62.65060240963856,51.80722891566265,4.819277108433735,,,63.85542168674698,66.26506024096386,,
1031,TATAMOTORS,Mar 2015,5.35,15.0,25.01,1.3083,8.2191,1.1089,-701.0,36232.0,48.0,8.7363,0.0,73610.0,35531.0,,,,,Consumer Discretionary,,,,,263159.0,14073.0,0.0,Automobiles,0,26.506024096385545,67.46987951807229,50.602409638554214,73.49397590361446,,,68.67469879518072,61.44578313253012,,
1032,TATAMOTORS,Mar 2016,4.279999999999999,14.0,14.79,0.8785,7.3072,1.0375,1206.0,36694.0,40.0,11.6277,1.0,69360.0,37900.0,,,,,Consumer Discretionary,,,,,273046.0,11678.0,1.0,Automobiles,0,74.69879518072288,75.90361445783132,54.81927710843374,43.373493975903614,,,62.65060240963856,65.06024096385542,,
1033,TATAMOTORS,Mar 2017,2.8,11.0,13.02,1.3538,7.4228,0.9894,-9372.0,39571.0,26.0,8.5511,0.0,78604.0,30199.0,,,,,Consumer Discretionary,,,,,269693.0,7557.0,0.0,Automobiles,0,83.13253012048193,89.1566265060241,61.44578313253012,96.3855421686747,,,69.87951807228916,63.85542168674698,,
1034,TATAMOTORS,Mar 2018,3.12,11.0,9.53,0.9321,7.9861,0.8911,-1282.0,25139.0,31.0,14.0542,0.0,88950.0,23857.0,9.08,-1.84,-2.4,1.61,Consumer Discretionary,,,,,291550.0,9091.0,0.0,Automobiles,0,89.1566265060241,86.74698795180723,73.49397590361446,78.3132530120482,27.083333333333332,85.71428571428571,65.06024096385542,62.65060240963856,21.56,-19.95
1035,TATAMOTORS,Mar 2019,-9.51,8.0,-47.73,1.7643,-0.3511,0.9877,-1987.0,20878.0,-100.0,8.8629,0.0,106175.0,18891.0,5.34,,,1.78,Consumer Discretionary,1047137.5,26.23,11.5,3.67,301938.0,-28724.0,0.0,Automobiles,0,100.0,100.0,62.65060240963856,80.72289156626506,65.625,,83.13253012048193,100.0,19.26,-17.48
1036,TATAMOTORS,Mar 2020,-4.590000000000001,7.0,-18.98,1.9783,2.4974,0.8154,-6482.0,33115.0,-39.0,8.761,0.0,124788.0,26633.0,-0.16,,,-0.05,Consumer Discretionary,919827.57,14.79,1.74,1.73,261068.0,-11975.0,0.0,Automobiles,0,96.3855421686747,97.59036144578313,80.72289156626506,93.97590361445783,95.83333333333334,,86.74698795180723,96.3855421686747,8.31,-8.360000000000001
1037,TATAMOTORS,Mar 2021,-5.36,13.0,-24.25,2.5726,2.6144,0.7313,3329.0,25672.0,-41.0,7.2124,0.0,142131.0,29001.0,-1.76,,,-0.59,Consumer Discretionary,1182658.61,29.26,10.95,3.6,249795.0,-13395.0,0.0,Automobiles,0,97.59036144578313,98.79518072289156,87.95180722891565,15.66265060240964,100.0,,89.1566265060241,93.97590361445783,-1.58,0.9900000000000001
1038,TATAMOTORS,Mar 2022,-4.06,9.0,-25.38,3.2865,2.9149,0.8462,9839.0,4444.0,-34.0,5.8174,0.0,146449.0,14283.0,0.64,,,0.21,Consumer Discretionary,1385832.42,56.26,6.18,4.15,278454.0,-11309.0,0.0,Automobiles,0,98.79518072289156,96.3855421686747,77.10843373493977,3.614457831325301,93.75,,95.18072289156626,90.36144578313254,-6.5,6.71
1039,TATAMOTORS,Mar 2023,0.7799999999999999,9.0,5.94,2.9591,3.7633,1.0337,19971.0,15417.0,7.0,5.9167,32.0,134113.0,35388.0,3.48,-21.62,-25.74,-14.63,Consumer Discretionary,1427382.48,34.17,1.87,2.69,345967.0,2690.0,32.0,Automobiles,0,92.7710843373494,93.97590361445783,56.62650602409639,2.4096385542168677,75.0,100.0,92.7710843373494,78.3132530120482,3.38,-18.01
1040,TATAMOTORS,Mar 2024,7.26,14.0,37.46,1.2631,6.5302,1.1851,45133.0,22782.0,94.0,11.0859,7.0,107262.0,67915.0,7.72,,,2.57,Consumer Discretionary,1504106.64,67.07,0.93,3.65,437928.0,31807.0,7.0,Automobiles,0,2.4096385542168677,56.62650602409639,43.373493975903614,1.2048192771084338,41.66666666666667,,67.46987951807229,69.87951807228916,11.22,-8.65
1041,TATAPOWER,Mar 2013,0.37,17.0,1.0,3.0711,2.2597,0.4933,-740.0,4026.0,0.0,5.2046,-319.0,37882.0,3286.0,,,,,Energy,,,,,33177.0,123.0,-319.0,Power & Utilities,0,83.75,85.0,3.75,72.5,,,75.0,68.75,,
1042,TATAPOWER,Mar 2014,0.03,19.0,0.1,3.2395,2.077,0.5005,2874.0,3609.0,-1.0,5.2325,-114.0,40173.0,6483.0,,,,,Energy,,,,,35726.0,12.0,-114.0,Power & Utilities,0,86.25,86.25,2.5,43.75,,,76.25,72.5,,
1043,TATAPOWER,Mar 2015,1.36,19.0,3.19,2.8361,1.9889,0.4468,2116.0,3865.0,1.0,5.303,210.0,40607.0,5981.0,,,,,Energy,,,,,33593.0,457.0,210.0,Power & Utilities,0,82.5,82.5,8.75,52.5,,,72.5,77.5,,
1044,TATAPOWER,Mar 2016,2.66,7.0,6.76,3.3396,1.9051,0.421,5610.0,1805.0,2.0,4.3085,53.0,38849.0,7415.0,,,,,Energy,,,,,29494.0,786.0,53.0,Power & Utilities,0,73.75,80.0,13.750000000000002,20.0,,,77.5,80.0,,
1045,TATAPOWER,Mar 2017,3.99,20.0,8.32,3.6942,2.0119,0.3331,-359.0,7373.0,3.0,4.8941,39.0,48815.0,7014.0,,,,,Energy,,,,,27588.0,1100.0,39.0,Power & Utilities,0,66.25,78.75,31.25,71.25,,,80.0,76.25,,
1046,TATAPOWER,Mar 2018,9.73,9.0,15.92,2.9629,2.3613,0.3277,4852.0,1512.0,9.0,6.0737,15.0,48589.0,6364.0,-4.15,84.24,,26.7,Energy,,,,,26840.0,2611.0,15.0,Power & Utilities,0,16.25,61.25000000000001,37.5,23.75,97.77777777777777,5.555555555555555,73.75,67.5,-0.87,27.57
1047,TATAPOWER,Mar 2019,8.72,10.0,14.24,2.6499,2.4595,0.3554,4302.0,272.0,9.0,6.7796,15.0,48506.0,4574.0,-3.51,193.33,,63.27,Energy,1458746.25,22.32,3.71,4.06,29881.0,2606.0,15.0,Power & Utilities,0,23.75,66.25,22.5,30.0,95.55555555555556,2.7777777777777777,68.75,66.25,4.15,59.120000000000005
1048,TATAPOWER,Mar 2020,4.52,23.0,6.73,2.6544,2.0216,0.3249,6882.0,493.0,4.0,7.2467,41.0,51936.0,7375.0,-2.81,23.56,31.95,17.57,Energy,1402442.85,14.5,4.29,2.29,29136.0,1316.0,41.0,Power & Utilities,0,75.0,76.25,40.0,17.5,93.33333333333333,11.11111111111111,70.0,75.0,4.58,12.99
1049,TATAPOWER,Mar 2021,4.399999999999999,21.0,6.45,2.0924,2.1686,0.3315,9338.0,993.0,4.0,6.9759,44.0,46708.0,8345.0,2.09,12.86,14.87,9.94,Energy,1511545.08,72.1,1.81,4.17,32703.0,1439.0,44.0,Power & Utilities,0,76.25,77.5,35.0,15.0,75.55555555555556,41.66666666666667,56.25,70.0,7.3,2.6399999999999997
1050,TATAPOWER,Mar 2022,5.04,16.0,9.610000000000001,2.2812,2.4662,0.3804,443.0,6250.0,5.0,7.0131,32.0,51195.0,6693.0,9.19,14.41,10.76,11.45,Energy,1446057.42,58.26,0.71,2.73,42816.0,2156.0,32.0,Power & Utilities,0,60.0,73.75,18.75,65.0,40.0,33.33333333333333,57.49999999999999,65.0,9.6,1.8499999999999996
1051,TATAPOWER,Mar 2023,6.909999999999999,14.0,13.23,1.8384,3.0348,0.4302,-97.0,7263.0,10.0,8.9962,19.0,52923.0,7166.0,15.48,7.85,2.13,8.49,Energy,1592398.68,24.7,10.29,1.75,55109.0,3810.0,19.0,Power & Utilities,0,29.375,71.25,12.5,68.75,22.22222222222222,66.66666666666666,53.75,57.49999999999999,11.42,-2.9299999999999997
1052,TATAPOWER,Mar 2024,6.97,17.0,13.23,1.6593,3.0544,0.4419,3569.0,9027.0,12.0,10.1113,17.0,53689.0,12596.0,15.51,10.43,5.92,10.62,Energy,1647269.48,14.5,3.48,0.49,61449.0,4280.0,17.0,Power & Utilities,0,29.375,70.0,10.0,33.75,20.0,47.22222222222222,47.5,56.25,9.8,0.8199999999999985
1053,TATASTEEL,Mar 2013,-5.4,3.0,-21.28,2.0054,1.3634,0.9172,936.0,13099.0,-6.0,3.5193,-11.0,68529.0,14035.0,,,,,Materials,,,,,134712.0,-7272.0,-11.0,Steel,1,100.0,93.75,6.25,68.75,,,89.58333333333334,89.58333333333334,,
1054,TATASTEEL,Mar 2014,2.47,11.0,9.04,2.0139,3.8967,0.866,-2232.0,15378.0,3.0,4.1743,27.0,81629.0,13146.0,,,,,Materials,,,,,148614.0,3665.0,27.0,Steel,1,45.83333333333333,62.5,12.5,77.08333333333334,,,91.66666666666666,52.083333333333336,,
1055,TATASTEEL,Mar 2015,-2.82,2.0,-12.56,2.5743,1.9396,0.8768,2859.0,9021.0,-3.0,3.2285,-20.0,80701.0,11880.0,,,,,Materials,,,,,139504.0,-3939.0,-20.0,Steel,1,97.91666666666666,85.41666666666666,10.416666666666668,58.333333333333336,,,100.0,75.0,,
1056,TATASTEEL,Mar 2016,-0.49,-1.0,-1.14,1.8748,2.303,0.5765,2661.0,8794.0,0.0,4.5085,-203.0,81987.0,11455.0,,,,,Materials,,,,,101965.0,-497.0,-203.0,Steel,1,75.0,75.0,72.91666666666666,62.5,,,85.41666666666666,70.83333333333334,,
1057,TATASTEEL,Mar 2017,-3.71,12.0,-11.02,2.195,1.8444,0.6512,1334.0,9490.0,-4.0,3.8989,-23.0,83014.0,10824.0,,,,,Materials,,,,,112299.0,-4169.0,-23.0,Steel,1,95.83333333333334,87.5,58.333333333333336,66.66666666666666,,,95.83333333333334,79.16666666666666,,
1058,TATASTEEL,Mar 2018,14.4,17.0,29.15,1.5138,5.9269,0.5905,-3707.0,11730.0,12.0,5.3162,9.0,92147.0,8023.0,-1.76,,,-0.59,Materials,,,,,123249.0,17743.0,9.0,Steel,1,6.25,6.25,70.83333333333334,85.41666666666666,100.0,,62.5,35.41666666666667,-0.59,0.0
1059,TATASTEEL,Mar 2019,5.79,19.0,13.23,1.4627,4.0264,0.6774,-3840.0,29176.0,9.0,6.0197,15.0,100816.0,25336.0,1.19,20.01,24.57,15.26,Materials,363770.91,55.54,7.39,4.32,157669.0,9122.0,15.0,Steel,1,27.083333333333332,31.25,47.91666666666667,87.5,92.85714285714286,50.0,60.416666666666664,47.91666666666667,15.26,0.0
1060,TATASTEEL,Mar 2020,0.84,12.0,1.6,1.5811,1.9354,0.5612,6157.0,14012.0,1.0,6.4259,74.0,116328.0,20169.0,0.04,,,0.01,Materials,339775.94,73.73,10.62,1.42,139817.0,1174.0,74.0,Steel,1,70.83333333333334,68.75,75.0,39.58333333333333,96.42857142857143,,66.66666666666666,77.08333333333334,0.01,0.0
1061,TATASTEEL,Mar 2021,5.24,20.0,11.03,1.1921,4.0337,0.6408,34890.0,9437.0,6.0,6.1969,40.0,88501.0,44327.0,8.92,,,2.97,Materials,293941.16,52.14,11.02,3.68,156294.0,8190.0,40.0,Steel,1,33.33333333333333,37.5,60.416666666666664,2.083333333333333,64.28571428571429,,39.58333333333333,45.83333333333333,2.97,0.0
1062,TATASTEEL,Mar 2022,17.11,26.0,36.48,0.6603,11.862,0.8638,33476.0,10905.0,33.0,9.3729,16.0,75561.0,44381.0,16.79,,,5.6,Materials,358418.76,33.03,9.76,0.52,243959.0,41749.0,16.0,Steel,1,2.083333333333333,2.083333333333333,14.583333333333334,4.166666666666666,17.857142857142858,,12.5,22.916666666666664,5.6,0.0
1063,TATASTEEL,Mar 2023,3.32,13.0,7.829999999999999,0.8235,5.3769,0.8527,3504.0,18179.0,7.0,8.4424,50.0,84893.0,21683.0,14.58,-14.57,-10.22,-3.4,Materials,320309.06,19.23,3.0,2.75,243353.0,8075.0,50.0,Steel,1,52.083333333333336,50.0,18.75,47.91666666666667,25.0,100.0,14.583333333333334,37.5,-3.4,0.0
1064,TATASTEEL,Mar 2024,-2.14,10.0,-5.33,0.9462,2.1634,0.8509,6048.0,14253.0,-4.0,7.3805,-101.0,87082.0,20301.0,7.77,,,2.59,Materials,369110.65,48.97,9.23,1.0,229171.0,-4910.0,-101.0,Steel,1,85.41666666666666,83.33333333333334,20.833333333333336,41.66666666666667,71.42857142857143,,22.916666666666664,72.91666666666666,2.59,0.0
1065,TCS,Mar 2013,22.35,29.0,36.52,0.0086,400.375,1.2129,5577.0,6038.0,36.0,19.6663,31.0,332.0,11615.0,,,,,Information Technology,,,,,62989.0,14076.0,31.0,IT Services,1,20.33898305084746,10.16949152542373,35.59322033898305,47.45762711864407,,,28.8135593220339,16.363636363636363,,
1066,TCS,Mar 2014,23.63,31.0,39.3,0.006,686.9231,1.2242,5299.0,9452.0,49.0,25.0995,33.0,297.0,14751.0,,,,,Information Technology,,,,,81809.0,19332.0,33.0,IT Services,1,13.559322033898304,1.694915254237288,33.89830508474576,52.54237288135594,,,25.423728813559322,12.727272727272727,,
1067,TCS,Mar 2015,21.19,26.0,39.62,0.0071,271.1731,1.2909,17562.0,1807.0,51.0,25.8342,78.0,358.0,19369.0,,,,,Information Technology,,,,,94648.0,20060.0,78.0,IT Services,1,10.16949152542373,18.64406779661017,22.033898305084744,20.33898305084746,,,27.11864406779661,18.181818181818183,,
1068,TCS,Mar 2016,22.4,28.0,34.23999999999999,0.0034,1023.0606,1.2305,14099.0,5010.0,62.0,36.0772,35.0,245.0,19109.0,,,,,Information Technology,,,,,108646.0,24338.0,35.0,IT Services,1,23.728813559322035,8.47457627118644,32.20338983050847,32.20338983050847,,,22.88135593220339,9.090909090909092,,
1069,TCS,Mar 2017,22.34,27.0,30.57,0.0034,1141.625,1.1528,8328.0,16895.0,67.0,43.7635,35.0,289.0,25223.0,,,,,Information Technology,,,,,117966.0,26357.0,35.0,IT Services,1,35.59322033898305,11.864406779661017,49.152542372881356,38.983050847457626,,,22.88135593220339,7.2727272727272725,,
1070,TCS,Mar 2018,21.02,26.0,30.4,0.0029,695.3462,1.171,28171.0,3104.0,67.0,44.5696,37.0,247.0,25067.0,14.34,12.95,13.23,13.51,Information Technology,,,,,123104.0,25880.0,37.0,IT Services,1,37.28813559322034,20.33898305084746,44.06779661016949,11.864406779661017,31.428571428571427,31.428571428571427,20.33898305084746,10.909090909090908,13.51,0.0
1071,TCS,Mar 2019,21.55,27.0,35.29,0.0007,221.298,1.2859,30238.0,1645.0,84.0,23.8523,36.0,62.0,28593.0,12.35,10.3,11.38,11.34,Information Technology,286225.25,47.53,2.11,0.8,146463.0,31562.0,36.0,IT Services,1,22.033898305084744,15.254237288135593,25.423728813559322,10.16949152542373,60.0,45.714285714285715,18.64406779661017,20.0,11.34,0.0
1072,TCS,Mar 2020,20.67,27.0,38.57,0.0972,50.5422,1.3065,41337.0,8968.0,86.0,22.4336,85.0,8174.0,32369.0,10.64,10.1,11.02,10.59,Information Technology,290730.69,57.2,0.61,0.05,156949.0,32447.0,85.0,IT Services,1,15.254237288135593,23.728813559322035,20.33898305084746,5.084745762711865,74.28571428571429,48.57142857142857,71.1864406779661,67.27272727272727,10.59,0.0
1073,TCS,Mar 2021,19.83,28.0,37.66999999999999,0.0902,76.0785,1.263,30846.0,7956.0,88.0,23.3603,43.0,7795.0,38802.0,8.61,5.99,7.26,7.29,Information Technology,351038.19,79.57,11.14,3.62,164177.0,32562.0,43.0,IT Services,1,18.64406779661017,32.20338983050847,28.8135593220339,8.47457627118644,94.28571428571428,94.28571428571428,64.40677966101694,50.90909090909091,7.29,0.0
1074,TCS,Mar 2022,20.05,28.0,43.13,0.0877,72.7997,1.3607,39211.0,738.0,105.0,24.3549,41.0,7818.0,39949.0,10.2,7.84,9.4,9.15,Information Technology,422088.96,46.18,8.56,0.81,191754.0,38449.0,41.0,IT Services,1,6.779661016949152,28.8135593220339,18.64406779661017,6.779661016949152,85.71428571428571,77.14285714285715,61.016949152542374,52.72727272727272,9.15,0.0
1075,TCS,Mar 2023,18.76,26.0,46.78,0.085,80.4981,1.5782,42513.0,548.0,115.0,24.706,100.0,7688.0,41965.0,12.86,10.33,11.41,11.53,Information Technology,405916.42,8.74,13.8,3.1,225458.0,42303.0,100.0,IT Services,1,5.084745762711865,38.983050847457626,10.16949152542373,3.389830508474576,51.42857142857142,42.857142857142854,59.32203389830508,47.27272727272727,11.53,0.0
1076,TCS,Mar 2024,19.14,27.0,50.94,0.0886,87.0951,1.6559,50429.0,6091.0,127.0,24.997,58.0,8021.0,44338.0,10.46,7.87,8.62,8.98,Information Technology,461188.15,78.69,6.08,1.62,240893.0,46099.0,58.0,IT Services,1,3.389830508474576,35.59322033898305,6.779661016949152,1.694915254237288,80.0,74.28571428571429,62.71186440677966,43.63636363636363,8.98,0.0
1078,TECHM,Mar 2013,19.02,21.0,24.09,0.2543,12.4369,0.765,233.0,622.0,25.0,4.2391,5.0,1380.0,855.0,,,,,Information Technology,,,,,6873.0,1307.0,5.0,IT Services,0,64.40677966101694,37.28813559322034,100.0,96.61016949152543,,,100.0,100.0,,
1080,TECHM,Mar 2014,16.29,22.0,33.35,0.0395,55.2,1.1795,1887.0,291.0,32.0,3.9239,15.0,363.0,1596.0,,,,,Information Technology,,,,,18802.0,3062.0,15.0,IT Services,0,27.11864406779661,54.23728813559322,38.983050847457626,67.79661016949152,,,38.983050847457626,63.63636363636363,,
1082,TECHM,Mar 2015,11.75,19.0,21.71,0.0572,62.3043,1.1397,583.0,1865.0,27.0,2.5517,22.0,700.0,2448.0,,,,,Information Technology,,,,,22621.0,2659.0,22.0,IT Services,0,79.66101694915254,89.83050847457628,52.54237288135594,88.13559322033898,,,42.3728813559322,58.18181818181818,,
1084,TECHM,Mar 2016,11.43,16.0,20.75,0.0748,48.5876,1.1762,1684.0,1453.0,31.0,3.3466,35.0,1091.0,3137.0,,,,,Information Technology,,,,,26494.0,3027.0,35.0,IT Services,0,88.13559322033898,93.22033898305084,42.3728813559322,71.1864406779661,,,52.54237288135594,70.9090909090909,,
1086,TECHM,Mar 2017,9.78,14.0,17.35,0.0831,38.4419,1.1184,1178.0,2893.0,29.0,3.7442,28.0,1366.0,4071.0,,,,,Information Technology,,,,,29141.0,2851.0,28.0,IT Services,0,98.30508474576271,96.61016949152543,55.932203389830505,76.27118644067797,,,55.932203389830505,83.63636363636363,,
1088,TECHM,Mar 2018,12.3,15.0,20.09,0.1272,37.821,1.0112,235.0,3319.0,39.0,4.2631,33.0,2397.0,3554.0,34.96,23.7,9.3,22.65,Information Technology,,,,,30773.0,3786.0,33.0,IT Services,0,89.83050847457628,88.13559322033898,72.88135593220339,94.91525423728814,5.714285714285714,11.428571428571429,91.52542372881356,87.27272727272727,13.51,9.139999999999999
1090,TECHM,Mar 2019,12.35,18.0,21.14,0.0984,51.1654,1.0387,2328.0,2104.0,44.0,4.5687,29.0,1996.0,4432.0,13.07,6.97,6.58,8.87,Information Technology,1639903.22,8.39,4.82,2.04,34742.0,4289.0,29.0,IT Services,0,83.05084745762711,86.4406779661017,69.49152542372882,64.40677966101694,48.57142857142857,88.57142857142857,76.27118644067797,65.45454545454545,11.34,-2.4700000000000006
